id_contrat;N_version;id_type_affaire;typa_affaire;id_agence;dt_souscription;dt_eff_im;dt_ech;CANAL;Montant;id_pack;lib_pack;Segment;FRANCHISE;id_vehicule;id_assure;id_conducteur;Valeur à neuf;Valeur vénale;TAUX_REDUCTION;SITUATION;;;
15;2;10;Avenant de changement de vehicule;213;2018-05-31 00:00:00;2018-05-31 00:00:00;2018-12-17 00:00:00;Agence;1356.312;1;Tout en 1 (New); VERT;5000;2301;1936;1936;2499000;2400000;;ENCAISSÉE;;;
15;3;9;Changement du numero d'immatriculation;213;2018-06-13 00:00:00;2018-06-13 00:00:00;2018-12-17 00:00:00;Agence;50;1;Tout en 1 (New); VERT;5000;2301;1936;1936;2499000;2400000;;ENCAISSÉE;;;
16;2;1;Avenant de renouvellement DF a DF;429;2018-01-03 00:00:00;2018-01-28 00:00:00;2019-01-27 00:00:00;Agence;5449.329;3;Basic (New);BLANC;;2507;350;350;1800000;800000;;ENCAISSÉE;;;
16;3;1;Avenant de renouvellement DF a DF;429;2019-01-20 00:00:00;2019-01-28 00:00:00;2020-01-27 00:00:00;Agence;5632.524;3;Basic (New);BLANC;;2507;350;350;1800000;800000;;ENCAISSÉE;;;
16;4;1;Avenant de renouvellement DF a DF;429;2020-01-27 00:00:00;2020-01-28 00:00:00;2020-07-27 00:00:00;Agence;3178.89;3;Basic (New);BLANC;;2507;350;350;1800000;800000;;ENCAISSÉE;;;
16;5;1;Avenant de renouvellement DF a DF;429;2020-07-30 00:00:00;2020-07-30 00:00:00;2021-01-29 00:00:00;Agence;3178.89;3;Basic (New);BLANC;;2507;350;350;1800000;800000;;ENCAISSÉE;;;
17;1;1;Avenant de renouvellement DF a DF;225;2018-01-03 00:00:00;2018-01-03 00:00:00;2019-01-02 00:00:00;Agence;4028.292;3;Basic (New); VERT;;3634;425;425;1900000;1900000;;ENCAISSÉE;;;
17;2;1;Avenant de renouvellement DF a DF;225;2019-01-03 00:00:00;2019-01-03 00:00:00;2020-01-02 00:00:00;Agence;4183.911;3;Basic (New); VERT;;3634;425;425;1900000;1900000;;ENCAISSÉE;;;
18;1;1;Avenant de renouvellement DF a DF;164;2018-01-03 00:00:00;2018-01-05 00:00:00;2019-01-04 00:00:00;Agence;3724.584;3;Basic (New);ROUGE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
18;2;1;Avenant de renouvellement DF a DF;164;2019-01-03 00:00:00;2019-01-05 00:00:00;2020-01-04 00:00:00;Agence;4199.418;3;Basic (New);ROUGE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
18;3;2;Modifications diverses;164;2019-01-03 00:00:00;2019-01-05 00:00:00;2020-01-04 00:00:00;Agence;50;3;Basic (New);ROUGE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
19;1;5;Avenant de resiliation avec ristourne;424;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-02-28 00:00:00;Agence;-3562.722;1;Tout en 1 (New);BLANC;5000;3661;178;178;1400000;1200000;0.4;ENCAISSÉE;;;
20;2;;;487;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-03-17 00:00:00;Agence;433.832;1;Tout en 1 (New);BLANC;5000;3975;1373;1373;2000000;1500000;;ENCAISSÉE;51615;Pivoine (Tlemcen 2);227
20;3;1;Avenant de renouvellement DF a DF;487;2018-03-17 00:00:00;2018-03-18 00:00:00;2018-09-17 00:00:00;Agence;21797.84;1;Tout en 1 (New);BLANC;5000;3975;1373;1373;2000000;1500000;;ENCAISSÉE;;;
20;4;;;487;2018-06-18 00:00:00;2018-06-18 00:00:00;2018-09-17 00:00:00;Agence;348.8;1;Tout en 1 (New);BLANC;5000;3975;1373;1373;2000000;1500000;;ENCAISSÉE;51618;Azalée (Bab Ezzouar);270
21;1;2;Modifications diverses;414;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-06-30 00:00:00;Agence;-257.504;2;Classic plus;JAUNE;;3949;1408;1408;2000000;1000000;;ENCAISSÉE;;;
22;0;13;Affaire Nouvelle;268;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-07-02 00:00:00;Concession;29608.983;9;Premium auto (New); VERT;5000;3937;468;468;1614500;1614500;0.33;ENCAISSÉE;;;
22;1;9;Changement du numero d'immatriculation;268;2018-02-25 00:00:00;2018-02-25 00:00:00;2018-07-02 00:00:00;Concession;50;9;Premium auto (New); VERT;5000;3937;468;468;1614500;1614500;0.33;ENCAISSÉE;;;
23;0;13;Affaire Nouvelle;161;2018-01-03 00:00:00;2018-01-03 00:00:00;2019-01-02 00:00:00;Agence;20325.87;4;Classic (New);BLANC;;2503;1781;1781;2400000;1000000;;ENCAISSÉE;;;
24;0;13;Affaire Nouvelle;233;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-07-02 00:00:00;Agence;2588.661;3;Basic (New);BLANC;;3192;240;240;700000;600000;;ENCAISSÉE;;;
25;0;13;Affaire Nouvelle;211;2018-01-03 00:00:00;2018-01-03 00:00:00;2019-01-02 00:00:00;Agence;78559.911;1;Tout en 1 (New); VERT;5000;3297;1341;1341;4000000;3500000;;ENCAISSÉE;;;
26;2;1;Avenant de renouvellement DF a DF;494;2018-01-03 00:00:00;2018-01-03 00:00:00;2018-07-02 00:00:00;Agence;13564.548;1;Tout en 1 (New);JAUNE;5000;3259;582;582;1100000;800000;;ENCAISSÉE;;;
27;1;1;Avenant de renouvellement DF a DF;200;2018-01-03 00:00:00;2018-01-30 00:00:00;2018-07-29 00:00:00;Agence;20790.126;1;Tout en 1 (New);BLANC;5000;3992;496;496;1242000;1242000;;ENCAISSÉE;;;
28;0;13;Affaire Nouvelle;251;2018-01-03 00:00:00;2018-01-03 00:00:00;2019-01-02 00:00:00;Agence;24500.648;1;Tout en 1 (New);BLANC;5000;259;451;451;1300000;900000;0.1;ENCAISSÉE;;;
29;0;13;Affaire Nouvelle;143;2018-01-03 00:00:00;2018-01-03 00:00:00;2019-01-02 00:00:00;Agence;40633.119;3;Basic (New);BLANC;;3648;124;124;4500000;2000000;;ENCAISSÉE;;;
30;0;13;Affaire Nouvelle;167;2018-01-03 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;7823.272;4;Classic (New);BLANC;;3263;274;274;3220000;900000;;ENCAISSÉE;;;
31;3;1;Avenant de renouvellement DF a DF;488;2018-01-04 00:00:00;2018-01-05 00:00:00;2018-07-04 00:00:00;Agence;2408.337;3;Basic (New);BLANC;5000;3948;264;264;1236500;1200000;;ENCAISSÉE;;;
32;2;1;Avenant de renouvellement DF a DF;414;2018-01-04 00:00:00;2018-01-05 00:00:00;2019-01-04 00:00:00;Agence;35165.916;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
32;3;1;Avenant de renouvellement DF a DF;414;2019-01-03 00:00:00;2019-01-05 00:00:00;2020-01-04 00:00:00;Agence;34382.502;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
32;4;;;414;2019-07-11 00:00:00;2019-07-12 00:00:00;2020-01-04 00:00:00;Agence;452.259;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;Nacim TEMMAR;71610
32;5;1;Avenant de renouvellement DF a DF;414;2020-01-05 00:00:00;2020-01-05 00:00:00;2021-01-04 00:00:00;Agence;29835.304;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
32;6;1;Avenant de renouvellement DF a DF;414;2021-01-03 00:00:00;2021-01-05 00:00:00;2021-07-04 00:00:00;Agence;8636.139;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
32;7;1;Avenant de renouvellement DF a DF;414;2021-07-01 00:00:00;2021-07-05 00:00:00;2022-07-04 00:00:00;Agence;5006.688;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
32;8;1;Avenant de renouvellement DF a DF;414;2022-07-04 00:00:00;2022-07-05 00:00:00;2023-07-04 00:00:00;Agence;5656.448;3;Basic (New);BLANC;5000;3521;504;504;1510000;1100000;;ENCAISSÉE;;;
33;3;1;Avenant de renouvellement DF a DF;167;2018-01-04 00:00:00;2018-01-06 00:00:00;2018-07-05 00:00:00;Agence;6147.585;4;Classic (New);BLANC;;3197;1785;1785;1200000;500000;;ENCAISSÉE;;;
34;3;1;Avenant de renouvellement DF a DF;492;2018-01-04 00:00:00;2018-01-05 00:00:00;2018-07-04 00:00:00;Agence;8516.745;4;Classic (New);BLANC;;2000;121;121;800000;700000;;ENCAISSÉE;;;
34;4;1;Avenant de renouvellement DF a DF;492;2018-07-08 00:00:00;2018-07-08 00:00:00;2019-01-07 00:00:00;Agence;7282.936;4;Classic (New);BLANC;;2000;121;121;800000;700000;;ENCAISSÉE;;;
34;5;1;Avenant de renouvellement DF a DF;492;2019-01-07 00:00:00;2019-01-08 00:00:00;2019-07-07 00:00:00;Agence;7114.904;4;Classic (New);BLANC;;2000;121;121;800000;700000;;ENCAISSÉE;;;
34;6;1;Avenant de renouvellement DF a DF;492;2019-07-07 00:00:00;2019-07-08 00:00:00;2020-01-07 00:00:00;Agence;7821.315;4;Classic (New);BLANC;;2000;121;121;800000;700000;;ENCAISSÉE;;;
34;7;1;Avenant de renouvellement DF a DF;492;2020-01-07 00:00:00;2020-01-08 00:00:00;2020-07-07 00:00:00;Agence;7643.637;4;Classic (New);BLANC;;2000;121;121;800000;700000;;ENCAISSÉE;;;
35;3;1;Avenant de renouvellement DF a DF;210;2018-01-04 00:00:00;2018-01-07 00:00:00;2018-07-06 00:00:00;Agence;23660.613;1;Tout en 1 (New);BLANC;5000;3545;1049;1049;1400000;920000;;ENCAISSÉE;;;
35;4;1;Avenant de renouvellement DF a DF;210;2018-07-03 00:00:00;2018-07-07 00:00:00;2019-01-06 00:00:00;Agence;23036.112;1;Tout en 1 (New);BLANC;5000;3545;1049;1049;1400000;920000;;ENCAISSÉE;;;
36;3;1;Avenant de renouvellement DF a DF;71611;2018-01-04 00:00:00;2018-01-06 00:00:00;2018-07-05 00:00:00;AGA;22336.65;1;Tout en 1 (New);JAUNE;5000;3948;264;264;1700000;1600000;;ENCAISSÉE;;;
36;4;1;Avenant de renouvellement DF a DF;71611;2018-07-04 00:00:00;2018-07-06 00:00:00;2019-01-05 00:00:00;AGA;19587.664;1;Tout en 1 (New);JAUNE;5000;3948;264;264;1700000;1600000;;ENCAISSÉE;;;
37;2;5;Avenant de resiliation avec ristourne;161;2018-01-04 00:00:00;2017-12-24 00:00:00;2018-08-09 00:00:00;Agence;-28919.637;1;Tout en 1 (New); VERT;5000;3900;354;354;2016000;1800000;;ENCAISSÉE;;;
38;2;1;Avenant de renouvellement DF a DF;70601;2018-01-04 00:00:00;2018-01-06 00:00:00;2018-07-05 00:00:00;AGA;2328.363;3;Basic (New);BLANC;;3080;1688;1688;580000;500000;;ENCAISSÉE;;;
39;1;1;Avenant de renouvellement DF a DF;425;2018-01-04 00:00:00;2018-01-04 00:00:00;2019-01-03 00:00:00;Agence;13961.368;4;Classic (New);BLANC;;3098;46;46;2000000;1000000;;ENCAISSÉE;;;
39;2;2;Modifications diverses;425;2018-11-10 00:00:00;2018-11-10 00:00:00;2019-01-03 00:00:00;Agence;50;4;Classic (New);BLANC;;3098;46;46;2000000;1000000;;ENCAISSÉE;;;
40;2;1;Avenant de renouvellement DF a DF;167;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;7382.331;4;Classic (New);BLANC;;3908;1561;1561;1457500;800000;;ENCAISSÉE;;;
40;3;1;Avenant de renouvellement DF a DF;167;2018-07-18 00:00:00;2018-07-18 00:00:00;2019-01-17 00:00:00;Agence;6434.8;4;Classic (New);BLANC;;3908;1561;1561;1457500;800000;;ENCAISSÉE;;;
41;1;1;Avenant de renouvellement DF a DF;203;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;18576.56;4;Classic (New); VERT;;3593;772;772;6000000;3000000;;ENCAISSÉE;;;
42;2;1;Avenant de renouvellement DF a DF;265;2018-01-04 00:00:00;2018-01-08 00:00:00;2018-07-07 00:00:00;Agence;2505.573;3;Basic (New);JAUNE;;3741;748;748;800000;600000;;ENCAISSÉE;;;
42;3;2;Modifications diverses;265;2018-03-08 00:00:00;2018-03-08 00:00:00;2018-07-07 00:00:00;Agence;50;3;Basic (New);JAUNE;;3741;748;748;800000;600000;;ENCAISSÉE;;;
43;1;1;Avenant de renouvellement DF a DF;144;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;2505.573;3;Basic (New);JAUNE;;3945;1411;1411;2000000;1000000;;ENCAISSÉE;;;
43;2;2;Modifications diverses;144;2018-02-08 00:00:00;2018-02-08 00:00:00;2018-07-03 00:00:00;Agence;50;3;Basic (New);JAUNE;;3945;1411;1411;2000000;1000000;;ENCAISSÉE;;;
43;3;1;Avenant de renouvellement DF a DF;144;2018-07-03 00:00:00;2018-07-04 00:00:00;2019-01-03 00:00:00;Agence;2199.384;3;Basic (New);JAUNE;;3945;1411;1411;2000000;1000000;;ENCAISSÉE;;;
43;4;1;Avenant de renouvellement DF a DF;144;2019-01-03 00:00:00;2019-01-04 00:00:00;2019-07-03 00:00:00;Agence;2199.384;3;Basic (New);JAUNE;;3945;1411;1411;2000000;1000000;;ENCAISSÉE;;;
44;1;1;Avenant de renouvellement DF a DF;213;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;2413.278;3;Basic (New);JAUNE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
44;2;1;Avenant de renouvellement DF a DF;213;2018-07-03 00:00:00;2018-07-04 00:00:00;2019-01-03 00:00:00;Agence;2203.976;3;Basic (New);JAUNE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
44;3;1;Avenant de renouvellement DF a DF;213;2019-01-03 00:00:00;2019-01-04 00:00:00;2019-07-03 00:00:00;Agence;2390.679;3;Basic (New);JAUNE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
44;4;1;Avenant de renouvellement DF a DF;213;2019-07-03 00:00:00;2019-07-04 00:00:00;2020-01-03 00:00:00;Agence;2125.048;3;Basic (New);JAUNE;;3107;107;107;1000000;500000;;ENCAISSÉE;;;
45;2;1;Avenant de renouvellement DF a DF;167;2018-01-04 00:00:00;2018-01-09 00:00:00;2018-07-08 00:00:00;Agence;22353.872;1;Tout en 1 (New); VERT;5000;2230;828;828;1600000;1510000;;ENCAISSÉE;;;
45;3;6;Avenant de suspension;167;2018-05-14 00:00:00;2018-05-14 00:00:00;2018-07-08 00:00:00;Agence;50;1;Tout en 1 (New); VERT;5000;2230;828;828;1600000;1510000;;ENCAISSÉE;;;
45;4;7;Avenant de remise en vigueur;167;2018-08-19 00:00:00;2018-07-09 00:00:00;2019-01-08 00:00:00;Agence;-9610.164;1;Tout en 1 (New); VERT;5000;2230;828;828;1600000;1510000;;ENCAISSÉE;;;
46;2;1;Avenant de renouvellement DF a DF;166;2018-01-04 00:00:00;2018-01-10 00:00:00;2018-07-09 00:00:00;Agence;14534.456;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;3;1;Avenant de renouvellement DF a DF;274;2018-07-07 00:00:00;2018-07-10 00:00:00;2019-01-09 00:00:00;Agence;13234.92;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;4;1;Avenant de renouvellement DF a DF;166;2019-01-03 00:00:00;2019-01-10 00:00:00;2019-07-09 00:00:00;Agence;13458.042;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;5;1;Avenant de renouvellement DF a DF;216;2019-07-14 00:00:00;2019-07-14 00:00:00;2020-01-13 00:00:00;Agence;12249.837;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;6;1;Avenant de renouvellement DF a DF;216;2020-01-08 00:00:00;2020-01-14 00:00:00;2020-07-13 00:00:00;Agence;10611.352;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;7;1;Avenant de renouvellement DF a DF;216;2020-07-12 00:00:00;2020-07-14 00:00:00;2021-01-13 00:00:00;Agence;10881.477;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;8;1;Avenant de renouvellement DF a DF;216;2021-01-04 00:00:00;2021-01-14 00:00:00;2021-07-13 00:00:00;Agence;9430.4;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;9;1;Avenant de renouvellement DF a DF;216;2021-07-08 00:00:00;2021-07-14 00:00:00;2022-01-13 00:00:00;Agence;9196.28;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;10;1;Avenant de renouvellement DF a DF;216;2022-01-10 00:00:00;2022-01-14 00:00:00;2022-07-13 00:00:00;Agence;10090.233;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
46;11;1;Avenant de renouvellement DF a DF;216;2022-07-11 00:00:00;2022-07-14 00:00:00;2023-01-13 00:00:00;Agence;9046.104;5;Tout en 1 convention;JAUNE;5000;3801;1140;1140;1700000;1000000;;ENCAISSÉE;;;
47;2;7;Avenant de remise en vigueur;120;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-10-01 00:00:00;Agence;-2595.152;1;Tout en 1 (New); VERT;5000;3742;73;73;3200000;3100000;;ENCAISSÉE;;;
47;3;10;Avenant de changement de vehicule;120;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-10-01 00:00:00;Agence;2120.661;1;Tout en 1 (New); VERT;5000;3742;73;73;3200000;3100000;;ENCAISSÉE;;;
47;4;6;Avenant de suspension;120;2018-08-01 00:00:00;2018-08-01 00:00:00;2018-10-01 00:00:00;Agence;50;1;Tout en 1 (New); VERT;5000;3742;73;73;3200000;3100000;;ENCAISSÉE;;;
47;5;7;Avenant de remise en vigueur;120;2018-11-29 00:00:00;2018-10-01 00:00:00;2018-10-01 00:00:00;Agence;-6114.84;1;Tout en 1 (New); VERT;5000;3742;73;73;3200000;3100000;;ENCAISSÉE;;;
48;1;;;487;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-11-29 00:00:00;Agence;490.896;4;Classic (New);BLANC;;2489;415;415;3400000;1500000;;ENCAISSÉE;;;
48;2;;;487;2018-06-17 00:00:00;2018-06-17 00:00:00;2018-11-29 00:00:00;Agence;490.896;4;Classic (New);BLANC;;2489;415;415;3400000;1500000;;ENCAISSÉE;;;
49;0;13;Affaire Nouvelle;143;2018-01-04 00:00:00;2018-01-04 00:00:00;2019-01-03 00:00:00;Agence;93162.807;3;Basic (New); VERT;5000;784;324;324;4500000;3500000;;ENCAISSÉE;;;
49;1;8;Annulation quittance;143;2018-01-08 00:00:00;2018-01-08 00:00:00;2019-01-03 00:00:00;Agence;-50;3;Basic (New); VERT;5000;784;324;324;4500000;3500000;;ANNULÉE;;;
49;1;2;Modifications diverses;143;2018-01-08 00:00:00;2018-01-08 00:00:00;2019-01-03 00:00:00;Agence;50;3;Basic (New); VERT;5000;784;324;324;4500000;3500000;;ANNULÉE;;;
49;2;1;Avenant de renouvellement DF a DF;143;2019-01-03 00:00:00;2019-01-04 00:00:00;2020-01-03 00:00:00;Agence;4192.336;3;Basic (New); VERT;5000;784;324;324;4500000;3500000;;ENCAISSÉE;;;
50;0;13;Affaire Nouvelle;413;2018-01-04 00:00:00;2018-01-04 00:00:00;2018-07-03 00:00:00;Agence;2874.915;3;Basic (New);JAUNE;;2219;1390;1390;1850000;320000;;ENCAISSÉE;;;
51;0;13;Affaire Nouvelle;428;2018-01-04 00:00:00;2018-01-08 00:00:00;2019-01-07 00:00:00;Agence;26655.152;1;Tout en 1 (New);BLANC;5000;3947;1975;1975;1200000;800000;;ANNULÉE;;;
51;1;12;Annulation administrative;428;2018-01-07 00:00:00;2018-01-08 00:00:00;2019-01-07 00:00:00;Agence;-26655.152;1;Tout en 1 (New);BLANC;5000;3947;1975;1975;1200000;800000;;;;;
